zip_code,msa_name,per_low_income,at_risk
50315,"Des Moines-West Des Moines, IA MSA",26.5,True
50316,"Des Moines-West Des Moines, IA MSA",35.7,True
50317,"Des Moines-West Des Moines, IA MSA",25.0,True
50320,"Des Moines-West Des Moines, IA MSA",20.4,True
50321,"Des Moines-West Des Moines, IA MSA",15.6,False
50322,"Des Moines-West Des Moines, IA MSA",11.2,False
50323,"Des Moines-West Des Moines, IA MSA",3.5,False
50324,"Des Moines-West Des Moines, IA MSA",11.600000000000001,False
50325,"Des Moines-West Des Moines, IA MSA",11.4,False
50327,"Des Moines-West Des Moines, IA MSA",11.4,False
76501,"Killeen-Temple-Fort Hood, TX MSA",31.5,True
76502,"Killeen-Temple-Fort Hood, TX MSA",16.799999999999997,False
76504,"Killeen-Temple-Fort Hood, TX MSA",32.0,True
76511,"Killeen-Temple-Fort Hood, TX MSA",34.1,True
76513,"Killeen-Temple-Fort Hood, TX MSA",19.7,False
76522,"Killeen-Temple-Fort Hood, TX MSA",18.2,False
76525,"Killeen-Temple-Fort Hood, TX MSA",33.8,True
76528,"Killeen-Temple-Fort Hood, TX MSA",21.700000000000003,True
76534,"Killeen-Temple-Fort Hood, TX MSA",24.8,True
76538,"Killeen-Temple-Fort Hood, TX MSA",12.2,False
76539,"Killeen-Temple-Fort Hood, TX MSA",14.1,False
76541,"Killeen-Temple-Fort Hood, TX MSA",39.2,True
76542,"Killeen-Temple-Fort Hood, TX MSA",15.6,False
76543,"Killeen-Temple-Fort Hood, TX MSA",23.2,True
76544,"Killeen-Temple-Fort Hood, TX MSA",19.4,False
76548,"Killeen-Temple-Fort Hood, TX MSA",18.1,False
76549,"Killeen-Temple-Fort Hood, TX MSA",20.5,False
76550,"Killeen-Temple-Fort Hood, TX MSA",21.4,True
76554,"Killeen-Temple-Fort Hood, TX MSA",22.4,True
76559,"Killeen-Temple-Fort Hood, TX MSA",20.9,False
76561,"Killeen-Temple-Fort Hood, TX MSA",14.0,False
76566,"Killeen-Temple-Fort Hood, TX MSA",32.3,True
76569,"Killeen-Temple-Fort Hood, TX MSA",27.0,True
76571,"Killeen-Temple-Fort Hood, TX MSA",17.0,False
76579,"Killeen-Temple-Fort Hood, TX MSA",8.9,False
76853,"Killeen-Temple-Fort Hood, TX MSA",41.699999999999996,True
30105,"Rome, GA MSA",26.9,False
30124,"Rome, GA MSA",31.400000000000002,True
30147,"Rome, GA MSA",35.5,True
30161,"Rome, GA MSA",33.7,True
30165,"Rome, GA MSA",31.200000000000003,False
30173,"Rome, GA MSA",16.5,False
66006,"Lawrence, KS MSA",12.399999999999999,False
66025,"Lawrence, KS MSA",11.2,False
66044,"Lawrence, KS MSA",42.8,True
66045,"Lawrence, KS MSA",75.0,True
66046,"Lawrence, KS MSA",28.4,True
66047,"Lawrence, KS MSA",23.9,True
66049,"Lawrence, KS MSA",23.0,False
66050,"Lawrence, KS MSA",10.100000000000001,False
54401,"Wausau, WI MSA",22.799999999999997,True
54403,"Wausau, WI MSA",25.7,True
54408,"Wausau, WI MSA",23.299999999999997,True
54411,"Wausau, WI MSA",18.9,True
54417,"Wausau, WI MSA",0.0,False
54426,"Wausau, WI MSA",18.1,False
54427,"Wausau, WI MSA",25.0,True
54440,"Wausau, WI MSA",19.5,True
54448,"Wausau, WI MSA",15.1,False
54455,"Wausau, WI MSA",11.5,False
54471,"Wausau, WI MSA",8.8,False
54474,"Wausau, WI MSA",16.5,False
54476,"Wausau, WI MSA",18.3,False
54479,"Wausau, WI MSA",19.6,True
54484,"Wausau, WI MSA",16.1,False
54488,"Wausau, WI MSA",24.9,True
66407,"Manhattan, KS MSA",18.4,False
66422,"Manhattan, KS MSA",33.3,True
66432,"Manhattan, KS MSA",9.0,False
66441,"Manhattan, KS MSA",21.1,True
66442,"Manhattan, KS MSA",27.2,True
66449,"Manhattan, KS MSA",30.8,True
66502,"Manhattan, KS MSA",38.3,True
66503,"Manhattan, KS MSA",12.600000000000001,False
66514,"Manhattan, KS MSA",10.8,False
66517,"Manhattan, KS MSA",22.9,True
66520,"Manhattan, KS MSA",11.0,False
66521,"Manhattan, KS MSA",18.4,False
66531,"Manhattan, KS MSA",21.799999999999997,True
66535,"Manhattan, KS MSA",33.0,True
66536,"Manhattan, KS MSA",18.7,False
66547,"Manhattan, KS MSA",16.5,False
66549,"Manhattan, KS MSA",21.6,True
66554,"Manhattan, KS MSA",9.9,False
59002,"Billings, MT MSA",22.8,False
59006,"Billings, MT MSA",34.4,True
59007,"Billings, MT MSA",26.6,True
59008,"Billings, MT MSA",37.199999999999996,True
59013,"Billings, MT MSA",16.7,False
59014,"Billings, MT MSA",22.299999999999997,False
59015,"Billings, MT MSA",20.2,False
59024,"Billings, MT MSA",28.7,True
59026,"Billings, MT MSA",16.5,False
59029,"Billings, MT MSA",30.2,True
59037,"Billings, MT MSA",12.8,False
59041,"Billings, MT MSA",29.9,True
59044,"Billings, MT MSA",22.6,False
59064,"Billings, MT MSA",42.8,True
59068,"Billings, MT MSA",25.099999999999998,True
59070,"Billings, MT MSA",28.8,True
59071,"Billings, MT MSA",18.4,False
59079,"Billings, MT MSA",15.899999999999999,False
59088,"Billings, MT MSA",35.6,True
59101,"Billings, MT MSA",30.9,True
59102,"Billings, MT MSA",21.3,False
59105,"Billings, MT MSA",18.8,False
59106,"Billings, MT MSA",10.5,False
01001,"Springfield, MA MSA",20.5,True
01002,"Springfield, MA MSA",28.0,True
01007,"Springfield, MA MSA",15.4,False
01008,"Springfield, MA MSA",8.5,False
01009,"Springfield, MA MSA",16.3,False
01010,"Springfield, MA MSA",10.6,False
01011,"Springfield, MA MSA",14.899999999999999,False
01012,"Springfield, MA MSA",20.2,True
01013,"Springfield, MA MSA",32.900000000000006,True
01020,"Springfield, MA MSA",25.5,True
